1;0.214800;0.022065
1;0.234784;0.021850
1;0.238064;0.020641
1;0.255425;0.018188
1;0.248540;0.022047
1;0.224071;0.020473
1;0.219292;0.022553
1;0.254244;0.022784
1;0.224221;0.019954
1;0.205537;0.018947
1;0.191459;0.019470
1;0.224456;0.022522
1;0.301595;0.021318
1;0.209615;0.019229
1;0.263665;0.022310
1;0.264751;0.021701
1;0.241587;0.023389
1;0.227793;0.022489
1;0.240010;0.022856
1;0.226764;0.020152
1;0.234046;0.021581
1;0.213116;0.021554
1;0.269138;0.019857
1;0.240260;0.024043
1;0.231945;0.020986
1;0.209425;0.021468
1;0.202894;0.021308
1;0.194748;0.021235
1;0.210520;0.022190
1;0.246819;0.019095
1;0.217025;0.020500
1;0.219171;0.022372
1;0.230970;0.023995
1;0.235295;0.021702
1;0.249411;0.022964
1;0.225036;0.021845
1;0.235903;0.019695
1;0.221409;0.020112
1;0.203177;0.020872
1;0.243931;0.021530
1;0.190101;0.021246
1;0.234551;0.022389
1;0.210170;0.019958
1;0.205622;0.022786
1;0.243694;0.022524
1;0.227483;0.020459
1;0.204605;0.022040
1;0.234282;0.020209
1;0.212656;0.022930
1;0.217737;0.021014
1;0.239881;0.020801
1;0.245654;0.023585
1;0.256757;0.020692
1;0.210421;0.022402
1;0.252128;0.021140
1;0.257630;0.023014
1;0.216274;0.022333
1;0.196796;0.022229
1;0.218403;0.021073
1;0.250893;0.022001
1;0.291025;0.020995
1;0.239000;0.022619
1;0.246017;0.020172
1;0.228479;0.022468
1;0.271411;0.019681
1;0.205649;0.022165
1;0.250479;0.019854
1;0.217279;0.019970
1;0.222813;0.023184
1;0.251258;0.022716
1;0.232012;0.021781
1;0.241860;0.020881
1;0.277175;0.021550
1;0.252892;0.020613
1;0.218634;0.018877
1;0.214786;0.021362
1;0.228455;0.023608
1;0.238921;0.019381
1;0.212518;0.020917
1;0.206589;0.020843
1;0.220344;0.022622
1;0.255082;0.023090
1;0.252724;0.021451
1;0.205675;0.022243
1;0.227537;0.021699
1;0.265434;0.020325
1;0.210872;0.021733
1;0.271803;0.024837
1;0.247491;0.022214
1;0.224923;0.020239
1;0.298182;0.020895
1;0.222154;0.023630
1;0.229434;0.023058
1;0.228784;0.021670
1;0.242845;0.020874
1;0.257756;0.021501
1;0.219654;0.021944
1;0.236236;0.021263
1;0.243875;0.023061
1;0.215183;0.023178
2;0.181626;0.026527
2;0.238670;0.027652
2;0.207345;0.027347
2;0.234583;0.029524
2;0.232609;0.030399
2;0.217313;0.031368
2;0.247866;0.029968
2;0.230414;0.028821
2;0.176521;0.030465
2;0.240601;0.029178
2;0.258918;0.030351
2;0.229718;0.026753
2;0.197677;0.029156
2;0.199876;0.029174
2;0.252521;0.027037
2;0.225596;0.021527
2;0.209713;0.027499
2;0.227453;0.033481
2;0.275757;0.027917
2;0.203676;0.026863
2;0.194715;0.025214
2;0.218310;0.029099
2;0.226194;0.029605
2;0.209797;0.023048
2;0.210098;0.031903
2;0.252178;0.028147
2;0.235635;0.028962
2;0.229816;0.026609
2;0.242908;0.027330
2;0.272136;0.031654
2;0.231990;0.033296
2;0.224952;0.027481
2;0.232982;0.030772
2;0.252699;0.028376
2;0.244318;0.027611
2;0.219824;0.025459
2;0.205843;0.028299
2;0.247035;0.027409
2;0.245573;0.027209
2;0.259598;0.025411
2;0.271150;0.027922
2;0.213849;0.026486
2;0.207689;0.028605
2;0.244425;0.027611
2;0.254295;0.030710
2;0.243152;0.027777
2;0.231245;0.028507
2;0.229949;0.027334
2;0.217362;0.031223
2;0.278633;0.030371
2;0.248930;0.027644
2;0.223921;0.025956
2;0.312440;0.031889
2;0.229080;0.028197
2;0.178047;0.030059
2;0.236110;0.029024
2;0.178201;0.030354
2;0.214549;0.027030
2;0.264357;0.029629
2;0.219058;0.030469
2;0.218141;0.028620
2;0.253833;0.025631
2;0.231298;0.024100
2;0.213410;0.034693
2;0.237682;0.030980
2;0.224176;0.027189
2;0.234331;0.031295
2;0.224014;0.025936
2;0.234951;0.031507
2;0.206749;0.031470
2;0.242907;0.033773
2;0.243621;0.028427
2;0.204964;0.027689
2;0.220267;0.026920
2;0.210006;0.026926
2;0.240880;0.030598
2;0.257967;0.027778
2;0.242605;0.028650
2;0.219140;0.030037
2;0.220768;0.029091
2;0.197493;0.029452
2;0.273129;0.028999
2;0.226003;0.027190
2;0.226215;0.025029
2;0.241862;0.030293
2;0.201111;0.026247
2;0.212510;0.030238
2;0.240876;0.029007
2;0.236344;0.031505
