Keygen(ms) PRF-Eval(ms) Opus-Client(ms) Opus-Server(ms) OPUS-all(ms)---------------------------------------- 128 bits ----------------------------------------
0.112000 153.309006 3052.913086 5848.159180 8901.072266
0.107000 170.576996 3045.145020 5851.985840 8897.130859
0.108000 167.307999 3073.770020 5768.874023 8842.643555
0.108000 168.147995 3079.053955 5767.737793 8846.791992
0.104000 153.136002 3050.879883 5809.107910 8859.988281
0.108000 201.199997 3056.644043 5761.388184 8818.032227
0.108000 178.783997 3040.763916 5759.271973 8800.036133
0.112000 214.423996 3024.840088 5769.815918 8794.656250
0.112000 167.248001 2986.864014 5787.791992 8774.656250
0.112000 163.416000 3032.167969 5759.448242 8791.616211
0.104000 149.656006 3010.224121 5786.215820 8796.440430
0.104000 154.832001 2981.471924 5746.215820 8727.688477
0.104000 185.175995 3037.335938 5788.224121 8825.559570
0.112000 174.919998 3012.887939 5702.567871 8715.456055
0.112000 123.872002 3012.431885 5800.359863 8812.791992
0.096000 171.328003 2950.127930 5717.279785 8667.408203
0.112000 157.904007 2999.872070 5800.240234 8800.112305
0.096000 167.248001 2978.687988 5781.567871 8760.255859
0.112000 158.944000 2988.991943 5686.111816 8675.103516
0.112000 178.335999 3026.944092 5723.536133 8750.480469
0.096000 134.992004 2995.216064 5809.808105 8805.024414
0.096000 154.559998 2996.864014 5708.527832 8705.391602
0.112000 175.919998 2999.152100 5718.768066 8717.919922
0.112000 139.056000 2996.496094 5712.720215 8709.215820
0.128000 163.151993 3060.320068 5711.167969 8771.488281
0.096000 194.367996 3036.063965 5670.640137 8706.704102
0.112000 144.656006 3010.895996 5648.383789 8659.280273
0.112000 160.927994 3006.271973 5728.512207 8734.784180
0.096000 154.399994 3001.392090 5725.520020 8726.912109
0.112000 175.647995 2944.288086 5701.775879 8646.064453
0.096000 179.695999 3000.464111 5714.432129 8714.896484
0.096000 169.759995 2972.479980 5757.056152 8729.536133
0.128000 165.440002 2970.783936 5719.295898 8690.080078
0.128000 185.279999 3022.528076 5737.536133 8760.064453
0.096000 186.656006 2993.055908 5705.888184 8698.944336
0.096000 160.511993 3023.263916 5688.352051 8711.616211
0.096000 196.384003 2985.087891 5724.992188 8710.080078
0.096000 186.335999 3007.520020 5686.912109 8694.431641
0.128000 138.591995 2992.864014 5737.375977 8730.240234
0.096000 188.832001 3025.055908 5739.231934 8764.288086
0.096000 185.311996 3002.335938 5707.616211 8709.952148
0.096000 181.535995 2993.055908 5760.576172 8753.631836
0.096000 160.895996 3011.104004 5702.560059 8713.664062
0.096000 174.240005 2999.488037 5737.312012 8736.799805
0.128000 195.199997 3025.919922 5753.344238 8779.263672
0.128000 167.776001 2986.687988 5776.895996 8763.583984
0.128000 158.080002 2985.823975 5756.448242 8742.272461
0.096000 184.576004 3015.968018 5697.888184 8713.856445
0.128000 169.440002 2975.615967 5741.952148 8717.568359
0.128000 163.231995 3010.239990 5756.832031 8767.072266
0.096000 145.759995 2950.271973 5719.647949 8669.919922
0.096000 147.199997 2973.375977 5689.855957 8663.232422
0.128000 154.496002 3008.479980 5710.080078 8718.559570
0.096000 139.807999 3000.959961 5726.624023 8727.583984
0.128000 163.871994 3036.704102 5766.463867 8803.167969
0.096000 173.376007 3022.879883 5757.536133 8780.416016
0.096000 160.768005 2969.120117 5753.472168 8722.591797
0.096000 167.391998 2988.288086 5763.872070 8752.160156
0.128000 139.231995 2979.263916 5699.936035 8679.200195
0.096000 181.567993 2978.879883 5751.680176 8730.559570
0.128000 180.992004 3034.048096 5748.319824 8782.368164
0.064000 167.615997 3035.520020 5769.472168 8804.992188
0.128000 174.143997 2987.968018 5780.288086 8768.255859
0.064000 180.223999 3058.815918 5716.288086 8775.103516
0.128000 158.975998 2985.471924 5761.728027 8747.200195
0.128000 191.039993 3022.271973 5796.416016 8818.688477
0.128000 172.671997 3012.864014 5754.047852 8766.912109
0.128000 171.584000 3077.696045 5799.744141 8877.440430
0.128000 179.839996 3012.159912 5787.967773 8800.127930
0.128000 182.975998 3016.447998 5771.967773 8788.416016
0.128000 126.783997 2956.927979 5754.175781 8711.103516
0.064000 191.360001 3002.239990 5750.527832 8752.767578
0.064000 182.080002 3004.927979 5670.080078 8675.007812
0.128000 171.199997 2970.496094 5769.408203 8739.904297
0.064000 153.535995 2977.919922 5715.903809 8693.824219
0.128000 164.031998 3025.600098 5695.295898 8720.896484
0.128000 158.143997 2957.120117 5704.319824 8661.440430
0.128000 140.544006 2937.728027 5679.872070 8617.599609
0.128000 187.136002 3006.464111 5720.191895 8726.656250
0.128000 167.039993 2976.320068 5670.271973 8646.591797
0.128000 159.231995 2981.951904 5714.111816 8696.064453
0.128000 173.503998 2991.040039 5732.863770 8723.904297
0.064000 184.768005 3008.704102 5764.032227 8772.736328
0.128000 211.904007 3025.664062 5685.631836 8711.295898
0.064000 137.727997 2976.191895 5658.751953 8634.944336
0.128000 146.559998 2969.919922 5712.448242 8682.368164
0.128000 165.951996 3020.736084 5697.087891 8717.824219
0.064000 139.264008 2996.159912 5732.928223 8729.087891
0.128000 169.279999 3003.456055 5708.992188 8712.448242
0.128000 148.544006 3012.224121 5688.448242 8700.671875
0.128000 170.559998 2975.808105 5691.392090 8667.200195
0.064000 160.703995 2985.087891 5820.096191 8805.183594
0.128000 151.871994 2957.568115 5725.888184 8683.456055
0.128000 163.968002 2960.575928 5724.096191 8684.671875
0.064000 148.671997 2969.600098 5696.640137 8666.240234
0.064000 177.279999 3043.904053 5743.680176 8787.583984
0.064000 158.335999 2993.664062 5743.167969 8736.832031
0.128000 181.632004 2994.687988 5643.583984 8638.272461
0.128000 208.832001 3021.439941 5724.863770 8746.303711
0.128000 182.591995 3004.543945 5731.839844 8736.383789
---------------------------------------- 256 bits ----------------------------------------
0.192000 244.671997 5800.255859 11441.471680 17241.728516
0.192000 205.056000 5846.271973 11264.064453 17110.335938
