0.092149 128.151367 
0.090402 128.151367 
0.098009 128.151367 
0.092650 128.151367 
0.087863 128.151367 
0.084396 128.151367 
0.090413 128.151367 
0.092171 128.151367 
0.098461 128.151367 
0.097189 128.151367 
0.094527 128.151367 
0.094148 128.151367 
0.088261 128.151367 
0.088618 128.151367 
0.089517 128.151367 
0.094690 128.151367 
0.091379 128.151367 
0.092147 128.151367 
0.092113 128.151367 
0.091927 128.151367 
0.086110 128.151367 
0.100587 128.151367 
0.089939 128.151367 
0.087608 128.151367 
0.085849 128.151367 
0.090436 128.151367 
0.089772 128.151367 
0.091195 128.151367 
0.087212 128.151367 
0.093402 128.151367 
0.091797 128.151367 
0.087698 128.151367 
0.093659 128.151367 
0.099002 128.151367 
0.092862 128.151367 
0.087141 128.151367 
0.090699 128.151367 
0.096404 128.151367 
0.091205 128.151367 
0.090225 128.151367 
0.093155 128.151367 
0.095047 128.151367 
0.085380 128.151367 
0.092380 128.151367 
0.091079 128.151367 
0.093730 128.151367 
0.091627 128.151367 
0.093880 128.151367 
0.089718 128.151367 
0.089150 128.151367 
0.091786 128.151367 
0.086354 128.151367 
0.100104 128.151367 
0.088091 128.151367 
0.091778 128.151367 
0.089116 128.151367 
0.089283 128.151367 
0.086552 128.151367 
0.087715 128.151367 
0.086416 128.151367 
0.085033 128.151367 
0.083147 128.151367 
0.088759 128.151367 
0.090790 128.151367 
0.090975 128.151367 
0.087940 128.151367 
0.090558 128.151367 
0.097748 128.151367 
0.093244 128.151367 
0.091509 128.151367 
0.087186 128.151367 
0.087376 128.151367 
0.082407 128.151367 
0.089496 128.151367 
0.096923 128.151367 
0.094528 128.151367 
0.090694 128.151367 
0.093807 128.151367 
0.094641 128.151367 
0.095575 128.151367 
0.090692 128.151367 
0.088301 128.151367 
0.092948 128.151367 
0.090984 128.151367 
0.088503 128.151367 
0.086960 128.151367 
0.092269 128.151367 
0.091005 128.151367 
0.090272 128.151367 
0.093162 128.151367 
0.083647 128.151367 
0.094555 128.151367 
0.087810 128.151367 
0.092494 128.151367 
0.087951 128.151367 
0.090661 128.151367 
0.093470 128.151367 
0.086570 128.151367 
0.088242 128.151367 
0.058290 128.151367 
seconds kibibytes 
