seconds 
0.765436
0.765152
0.763857
0.768041
0.776699
0.768790
0.763332
0.763996
0.783575
0.769809
0.770079
0.767269
0.766638
0.767831
0.765476
0.761086
0.766049
0.765874
0.767524
0.763600
0.765672
0.765920
0.768494
0.768640
0.835048
0.899837
0.865030
0.763595
0.765855
0.765901
0.765803
0.764469
0.765592
0.769118
0.761672
0.759675
0.763011
0.760552
0.762197
0.763482
0.761910
0.762543
0.763714
0.765840
0.763880
0.761666
0.761530
0.764708
0.767716
0.767386
0.762668
0.760192
0.763428
0.764188
0.764329
0.766318
0.767571
0.762377
0.761538
0.762805
0.765810
0.768571
0.763663
0.760020
0.762851
0.909679
0.895562
0.825881
0.761471
0.764666
0.759262
0.770122
0.776654
0.764511
0.766882
0.762102
0.761496
0.771590
0.764913
0.763903
0.763075
0.782640
0.782060
0.780555
0.780422
0.782276
0.781720
0.772861
0.761023
0.769189
0.759571
0.759361
0.758264
0.762456
0.762365
0.760723
0.764774
0.764270
0.759691
0.762893
