seconds 
0.236182
0.229850
0.226292
0.227954
0.229368
0.228741
0.230643
0.226856
0.231246
0.226492
0.228879
0.228577
0.230788
0.229396
0.227697
0.229785
0.227498
0.228715
0.230645
0.227829
0.229902
0.229759
0.228619
0.230078
0.227378
0.229997
0.227824
0.229637
0.230250
0.230313
0.231436
0.228626
0.229129
0.229417
0.229906
0.228169
0.229320
0.229727
0.229841
0.230855
0.228543
0.230858
0.228511
0.229099
0.228307
0.231464
0.230935
0.230021
0.231091
0.230217
0.230338
0.230783
0.228979
0.227505
0.228329
0.229691
0.228811
0.232694
0.231776
0.231322
0.226154
0.228394
0.234294
0.227569
0.229567
0.232189
0.230561
0.228100
0.229041
0.228039
0.229395
0.231496
0.249427
0.228583
0.229266
0.229508
0.226314
0.229378
0.229631
0.231444
0.228733
0.232538
0.233305
0.230609
0.242120
0.230330
0.233824
0.230778
0.235783
0.231244
0.221625
0.222507
0.220394
0.278667
0.269046
0.268856
0.259891
0.256649
0.267865
0.255478
seconds 
0.196319
0.195587
0.207804
0.197402
0.195281
0.195716
0.196543
0.199008
0.200450
0.196559
0.195363
0.196130
0.201425
0.200098
0.196165
0.195893
0.196031
0.196689
0.197166
0.196792
0.194634
0.198299
0.197789
0.194388
0.195672
0.200409
0.200223
0.197452
0.201282
0.199759
0.197598
0.200194
0.198553
0.197999
0.196426
0.195492
0.196405
0.197266
0.201195
0.196331
0.197919
0.197046
0.198709
0.198469
0.197021
0.201606
0.200228
0.197291
0.199970
0.197649
0.200899
0.227083
0.250655
0.234906
0.248467
0.236982
0.238242
0.252667
0.250809
0.248619
0.244220
0.207272
0.206874
0.203388
0.201771
0.204263
0.203208
0.202363
0.201628
0.206775
0.203222
0.205174
0.202277
0.206603
0.200009
0.197609
0.197780
0.233390
0.195838
0.197131
0.197701
0.197727
0.195488
0.196398
0.198461
0.198183
0.197188
0.196863
0.197684
0.194829
0.197131
0.196368
0.195252
0.195565
0.197906
0.196642
0.195891
0.194669
0.196449
0.204164
